drive_id,proveedor,fecha_factura,descripcion_original,categoria,tipo_bebida,marca,formato,contenido,unidades,precio_unitario_eur,importe_eur,iva_pct
1Trw4rcgjume9lm1R6sddbf82ZGSKoXmI,Picking Gades SL,2026-06-02,Steak tartar ultracongelado 135 gr. (12 und/caja),comida,,,caja,12x135g,1.0,57.2658,57.27,10.0
1HvdrARp9_dbDTrO7qOuLWW_Sve8hQxoc,Picking Gades SL,2026-06-09,Pastrami loncheado 150 g cong,comida,,,caja,14x150g,2.0,76.4067,152.81,10.0
1Av9BJNJLtMW9alqG-3LslnI3p8wGVuZW,BAZAR CHINO,2026-06-19,AGUA 1.5L,bebida,agua,,botella,1.5L,3.0,0.83,2.48,21.0
1Av9BJNJLtMW9alqG-3LslnI3p8wGVuZW,BAZAR CHINO,2026-06-19,ALARGADOR,otros_consumo,,,ud,,1.0,23.97,23.97,21.0
1ikkSNo9RKAaD9zxue6IYz3xNTdgU5eSI,Miguel Merino Distribuciones SL,2026-06-22,"041913  HAVANA RON AÑEJO ORIGEN 0,7L(6U)",bebida,alcohol,Havana Club,botella,70cl,60.0,10.32,619.2,21.0
1ikkSNo9RKAaD9zxue6IYz3xNTdgU5eSI,Miguel Merino Distribuciones SL,2026-06-22,"010462  BARCELO AÑEJO 0,7L(12U)",bebida,alcohol,Ron Barceló,botella,70cl,24.0,12.87,308.88,21.0
1ikkSNo9RKAaD9zxue6IYz3xNTdgU5eSI,Miguel Merino Distribuciones SL,2026-06-22,"041944  RIVES EXOTICA GIN 0,7L(6U) PROMO CRUZADA",bebida,alcohol,Rives,botella,70cl,2.0,0.0,0.0,21.0
1ikkSNo9RKAaD9zxue6IYz3xNTdgU5eSI,Miguel Merino Distribuciones SL,2026-06-22,"023214  BARCELO IMPERIAL 0,7L(6U)",bebida,alcohol,Ron Barceló,botella,70cl,6.0,21.36,128.16,21.0
1ikkSNo9RKAaD9zxue6IYz3xNTdgU5eSI,Miguel Merino Distribuciones SL,2026-06-22,"033164  BEEFEATER GIN 0,7L(6U)",bebida,alcohol,Beefeater,botella,70cl,60.0,12.16,729.6,21.0
1ikkSNo9RKAaD9zxue6IYz3xNTdgU5eSI,Miguel Merino Distribuciones SL,2026-06-22,"020126  SEAGRAM`S GIN 0,7L(6U)",bebida,alcohol,Seagram's,botella,70cl,48.0,13.56,650.88,21.0
1ikkSNo9RKAaD9zxue6IYz3xNTdgU5eSI,Miguel Merino Distribuciones SL,2026-06-22,"022077  HENDRICK´S GIN 0,7L(6U)",bebida,alcohol,Hendrick's,botella,70cl,6.0,23.94,143.64,21.0
1ikkSNo9RKAaD9zxue6IYz3xNTdgU5eSI,Miguel Merino Distribuciones SL,2026-06-22,"025865  MILLER`S GIN 0,7L(6U) 40 GRADOS",bebida,alcohol,Martin Miller's,botella,70cl,6.0,19.73,118.38,21.0
1ikkSNo9RKAaD9zxue6IYz3xNTdgU5eSI,Miguel Merino Distribuciones SL,2026-06-22,"031146  BALLANTINE`S 0,7L(6U)",bebida,alcohol,Ballantine's,botella,70cl,72.0,11.45,824.4,21.0
1ikkSNo9RKAaD9zxue6IYz3xNTdgU5eSI,Miguel Merino Distribuciones SL,2026-06-22,"010509  JAMESON 0,7L(6U)",bebida,alcohol,Jameson,botella,70cl,18.0,14.48,260.64,21.0
1ikkSNo9RKAaD9zxue6IYz3xNTdgU5eSI,Miguel Merino Distribuciones SL,2026-06-22,"037499  BALLANTINES 10 AÑOS 0,7L(6U)",bebida,alcohol,Ballantine's,botella,70cl,6.0,15.15,90.9,21.0
1ikkSNo9RKAaD9zxue6IYz3xNTdgU5eSI,Miguel Merino Distribuciones SL,2026-06-22,"033918  J.WALKER GREEN 0,7L(6U)",bebida,alcohol,Johnnie Walker,botella,70cl,3.0,43.22,129.66,21.0
1ikkSNo9RKAaD9zxue6IYz3xNTdgU5eSI,Miguel Merino Distribuciones SL,2026-06-22,"032250  ABSOLUT 0,7L(6U)",bebida,alcohol,Absolut,botella,70cl,96.0,11.51,1104.96,21.0
1ikkSNo9RKAaD9zxue6IYz3xNTdgU5eSI,Miguel Merino Distribuciones SL,2026-06-22,"027789  GREY GOOSE VODKA 0,7L(6U)",bebida,alcohol,Grey Goose,botella,70cl,18.0,37.34,672.12,21.0
1ikkSNo9RKAaD9zxue6IYz3xNTdgU5eSI,Miguel Merino Distribuciones SL,2026-06-22,"037043  GREY GOOSE VODKA 1,75L(6U) CON LUZ",bebida,alcohol,Grey Goose,botella,"1,75L",6.0,96.55,579.3,21.0
1ikkSNo9RKAaD9zxue6IYz3xNTdgU5eSI,Miguel Merino Distribuciones SL,2026-06-22,"027417  OLMECA REPOSADO TEQUILA 0,7L(6U)",bebida,alcohol,Olmeca,botella,70cl,6.0,10.37,62.22,21.0
1ikkSNo9RKAaD9zxue6IYz3xNTdgU5eSI,Miguel Merino Distribuciones SL,2026-06-22,"042321  CLASE AZUL TEQUILA PLATA 0,7L(6U)",bebida,alcohol,Clase Azul,botella,70cl,4.0,96.85,387.4,21.0
1ikkSNo9RKAaD9zxue6IYz3xNTdgU5eSI,Miguel Merino Distribuciones SL,2026-06-22,"042529  CODIGO 1530 TEQUILA BLANCO 0,7L(6U)",bebida,alcohol,Código 1530,botella,70cl,6.0,46.55,279.3,21.0
1ikkSNo9RKAaD9zxue6IYz3xNTdgU5eSI,Miguel Merino Distribuciones SL,2026-06-22,"023161  MUMM C.ROUGE 0,75L(6U) SIN ESTUCHE",bebida,vino,G.H. Mumm,botella,75cl,6.0,34.78,208.68,21.0
1ikkSNo9RKAaD9zxue6IYz3xNTdgU5eSI,Miguel Merino Distribuciones SL,2026-06-22,"031332  M&C BRUT IMPERIAL ICE 0,75L(6U)",bebida,vino,Moët & Chandon,botella,75cl,2.0,45.25,90.5,21.0
1ikkSNo9RKAaD9zxue6IYz3xNTdgU5eSI,Miguel Merino Distribuciones SL,2026-06-22,"042910  DOM PERIGNON VINTAGE 0,75L(6U)(15)",bebida,vino,Dom Pérignon,botella,75cl,6.0,170.5,1023.0,21.0
1ikkSNo9RKAaD9zxue6IYz3xNTdgU5eSI,Miguel Merino Distribuciones SL,2026-06-22,"041862  SEAGRAM`S 0.0 GIN S/ALCOHOL 0,7L(6U)",bebida,otros,Seagram's,botella,70cl,2.0,0.0,0.0,21.0
1ikkSNo9RKAaD9zxue6IYz3xNTdgU5eSI,Miguel Merino Distribuciones SL,2026-06-22,"044344  ABSOLUT TABASCO 0,7L(6U)",bebida,alcohol,Absolut,botella,70cl,2.0,0.0,0.0,21.0
1ikkSNo9RKAaD9zxue6IYz3xNTdgU5eSI,Miguel Merino Distribuciones SL,2026-06-22,"021318  M&C BRUT IMPERIAL 0,75L(6U)",bebida,vino,Moët & Chandon,botella,75cl,2.0,34.6,69.2,21.0
1ikkSNo9RKAaD9zxue6IYz3xNTdgU5eSI,Miguel Merino Distribuciones SL,2026-06-22,"035276  J.WALKER BLACK 0,7L(6U)",bebida,alcohol,Johnnie Walker,botella,70cl,12.0,21.47,257.64,21.0
1ikkSNo9RKAaD9zxue6IYz3xNTdgU5eSI,Miguel Merino Distribuciones SL,2026-06-22,"032502  J.WALKER BLUE 0,7L(6U)",bebida,alcohol,Johnnie Walker,botella,70cl,2.0,191.11,382.22,21.0
1ikkSNo9RKAaD9zxue6IYz3xNTdgU5eSI,Miguel Merino Distribuciones SL,2026-06-22,"041789  MACARONESIAN GIN 0,7L(6U)",bebida,alcohol,Macaronesian,botella,70cl,1.0,17.2,17.2,21.0
1ikkSNo9RKAaD9zxue6IYz3xNTdgU5eSI,Miguel Merino Distribuciones SL,2026-06-22,"043982  BOLD CREW WHISKY 0,7L(6U)",bebida,alcohol,Bold Crew,botella,70cl,1.0,11.1,11.1,21.0
1_MaEHrbBkbNX1XP9AjjVedyLbs_IioJg,Makro,2026-06-17,MANTEQUILLA MC BQ 1KG,comida,,Metro Chef,bloque,1kg,1.0,9.21,9.21,10.0
1_MaEHrbBkbNX1XP9AjjVedyLbs_IioJg,Makro,2026-06-17,QSO ESCAMAS CURADO ARO 500G,comida,,Aro,bolsa,500g,1.0,7.95,7.95,4.0
1_MaEHrbBkbNX1XP9AjjVedyLbs_IioJg,Makro,2026-06-17,QSO EMMENTAL LONCH LAFUENT 1KG,comida,,Lafuente,paquete,1kg,1.0,8.75,8.75,4.0
1_MaEHrbBkbNX1XP9AjjVedyLbs_IioJg,Makro,2026-06-17,BURRATA 125GX5 LAFUENTE,comida,,Lafuente,tarrina,5x125g,1.0,9.25,9.25,4.0
1_MaEHrbBkbNX1XP9AjjVedyLbs_IioJg,Makro,2026-06-17,QSO HAVARTI LONCH ARLA 300G,comida,,Arla,bandeja,300g,2.0,5.15,10.3,4.0
1_MaEHrbBkbNX1XP9AjjVedyLbs_IioJg,Makro,2026-06-17,LONCHAS TIPO CHEDD 1KG LAFUENT,comida,,Lafuente,paquete,1kg,1.0,5.99,5.99,10.0
1_MaEHrbBkbNX1XP9AjjVedyLbs_IioJg,Makro,2026-06-17,SALMOREJO S/GLUTEN PET MC 1L,comida,,Metro Chef,botella,1L,1.0,3.29,3.29,10.0
1_MaEHrbBkbNX1XP9AjjVedyLbs_IioJg,Makro,2026-06-17,PULLED PORK BBQ BL 550G TULIP,comida,,Tulip,estuche,550g,1.0,7.75,7.75,10.0
1_MaEHrbBkbNX1XP9AjjVedyLbs_IioJg,Makro,2026-06-17,PREPAR. ENSALADILLA MC BL 2KG,comida,,Metro Chef,bolsa,2kg,2.0,6.95,13.9,10.0
1_MaEHrbBkbNX1XP9AjjVedyLbs_IioJg,Makro,2026-06-17,HUMMUS CLASICO 500G YGRIEGA,comida,,Ygriega,tarrina,500g,2.0,1.75,3.5,10.0
1_MaEHrbBkbNX1XP9AjjVedyLbs_IioJg,Makro,2026-06-17,COLA GAMBA SAL 130/200 MC 900G,comida,,Metro Chef,tarrina,900g,1.0,17.49,17.49,10.0
1_MaEHrbBkbNX1XP9AjjVedyLbs_IioJg,Makro,2026-06-17,ZURRAPA LOMO ICARBEN TA 500G,comida,,Icarben,tarro,500g,1.0,5.55,5.55,10.0
1_MaEHrbBkbNX1XP9AjjVedyLbs_IioJg,Makro,2026-06-17,SOBRASADA IB TA 250G LEGADO,comida,,Legado,tarrina,250g,2.0,2.09,4.18,10.0
1_MaEHrbBkbNX1XP9AjjVedyLbs_IioJg,Makro,2026-06-17,LIMON MC C-4/5 MA 2KG,comida,,Metro Chef,malla,2kg,1.0,6.79,6.79,4.0
1_MaEHrbBkbNX1XP9AjjVedyLbs_IioJg,Makro,2026-06-17,GERMINADOS RABANITOS ROSAS 90G,comida,,,bandeja,90g,1.0,2.39,2.39,4.0
1_MaEHrbBkbNX1XP9AjjVedyLbs_IioJg,Makro,2026-06-17,RABANITOS TA 500 GR,comida,,,tarrina,500g,1.0,2.59,2.59,4.0
1_MaEHrbBkbNX1XP9AjjVedyLbs_IioJg,Makro,2026-06-17,APIO VDE BL 500G,comida,,,bolsa,500g,1.0,1.42,1.42,4.0
1_MaEHrbBkbNX1XP9AjjVedyLbs_IioJg,Makro,2026-06-17,ZANAHORIA MC C-25/35MM 2KG,comida,,Metro Chef,bolsa,2kg,1.0,2.49,2.49,4.0
1_MaEHrbBkbNX1XP9AjjVedyLbs_IioJg,Makro,2026-06-17,CHERRY ATIGRADO MC C-M TA 500G,comida,,Metro Chef,bandeja,500g,2.0,2.15,4.3,4.0
1_MaEHrbBkbNX1XP9AjjVedyLbs_IioJg,Makro,2026-06-17,TOMATE BEEF MC C-GG MAD4/5 BJ,comida,,Metro Chef,kg,"1,296kg",1.296,2.95,3.82,4.0
1_MaEHrbBkbNX1XP9AjjVedyLbs_IioJg,Makro,2026-06-17,TOMATE BEEF MC C-GG MAD4/5 BJ,comida,,Metro Chef,kg,"1,199kg",1.199,2.95,3.54,4.0
1_MaEHrbBkbNX1XP9AjjVedyLbs_IioJg,Makro,2026-06-17,RUCULA SELVATICA BL 50GR,comida,,,bolsa,50g,2.0,1.15,2.3,4.0
1_MaEHrbBkbNX1XP9AjjVedyLbs_IioJg,Makro,2026-06-17,CANONIGOS BL200G,comida,,,bolsa,200g,2.0,2.29,4.58,4.0
1_MaEHrbBkbNX1XP9AjjVedyLbs_IioJg,Makro,2026-06-17,TOMATE RALLADO MC BT 1 L,comida,,Metro Chef,botella,1L,1.0,4.35,4.35,10.0
1_MaEHrbBkbNX1XP9AjjVedyLbs_IioJg,Makro,2026-06-17,GUACAMOLE SUAVE MC TA 1 KG,comida,,Metro Chef,tarrina,1kg,1.0,5.75,5.75,10.0
1_MaEHrbBkbNX1XP9AjjVedyLbs_IioJg,Makro,2026-06-17,ATUN FILETE NAT BL 950GNE BENI,comida,,,lata,950g neto escurrido,2.0,6.69,13.38,10.0
1_MaEHrbBkbNX1XP9AjjVedyLbs_IioJg,Makro,2026-06-17,PIPARRA MC FR 150GNE,comida,,Metro Chef,frasco,150g neto escurrido,1.0,5.15,5.15,10.0
1_MaEHrbBkbNX1XP9AjjVedyLbs_IioJg,Makro,2026-06-17,CURRY MC 450G,comida,,Metro Chef,tarro,450g,1.0,4.05,4.05,10.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,REBUJO PICOS ANDRES 25GX50UD,comida,,Andrés,caja,50x25g,1.0,6.69,6.69,4.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,PASAS JUMBO S/P PRUNITA 1KG,comida,,Prunita,bolsa,1kg,1.0,7.85,7.85,4.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,ALMENDRA MARC FRIT SAL MC 500G,comida,,Makro Chef,bolsa,500g,1.0,13.25,13.25,10.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,NUEZ MONDADA CHILE MC 500G,comida,,Makro Chef,bolsa,500g,1.0,8.99,8.99,4.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,ENSAL PMTO PIQ ALSUR 355GNE,comida,,Alsur,lata,355g,2.0,2.55,5.1,10.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,TOMATE FRITO MARTINETE 415G,comida,,Martinete,bote,415g,3.0,1.09,3.27,10.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,PMTO PIQ-AJILLO RIOVER FR310GN,comida,,Rioverde,frasco,310g,1.0,2.39,2.39,10.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,PEPINIL.SAND.AGRID.B.CAM.370GN,comida,,,frasco,370g,2.0,3.09,6.18,10.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,COCKTAIL ACTE SARAS LT 600GNE,comida,,Saras,lata,600g,3.0,5.85,17.55,10.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,AOVE OLEOESTEPA 1L,comida,,Oleoestepa,botella,1L,1.0,7.39,7.39,4.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,SAL MALDON CUBO 570GR,comida,,Maldon,cubo,570g,1.0,10.65,10.65,10.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,CEBOLLINO MC 70G,comida,,Makro Chef,tarro,70g,1.0,3.79,3.79,10.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,CURCUMA MOLIDA MC 500G,comida,,Makro Chef,tarro,500g,1.0,3.29,3.29,10.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,PIMIENTA NEGRA MOLIDA MC 550G,comida,,Makro Chef,tarro,550g,1.0,7.82,7.82,10.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,PIMENTON DULCE DOP MPM 500GR,comida,,,bote,500g,1.0,7.49,7.49,10.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,WASABI PASTA BLUE DRAGON 45G,comida,,Blue Dragon,ud,45g,1.0,2.4,2.4,10.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,SSA TARTARA TUSCE 1KG,comida,,Tusce,bote,1kg,1.0,7.45,7.45,10.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,MOSTAZA DIJON BORNIER 720G,comida,,Bornier,frasco,720g,1.0,5.45,5.45,10.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,"MAYONESA YBARRA 1,8L",comida,,Ybarra,bote,"1,8L",1.0,8.05,8.05,10.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,SSA PESTO GENOVESE MC 980G,comida,,Makro Chef,ud,980g,1.0,7.15,7.15,10.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,SSA CALÇOTS FERRER 645G,comida,,Ferrer,bote,645g,1.0,4.69,4.69,10.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,PATATAS FRITAS MADRILEÑA 1KG,comida,,Madrileña,caja,1kg,1.0,5.43,5.43,10.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,FILM TRANS MPRO 300MX29CM 7MC,otros_consumo,,Metro Professional,rollo,300m x 29cm,1.0,6.95,6.95,21.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,PAPEL HORNO ARO 50MX30CM,otros_consumo,,Aro,rollo,50m x 30cm,1.0,5.09,5.09,21.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,BOWL ENSALADERA MPRO 7CM,otros_consumo,,Metro Professional,caja,6 ud,1.0,6.95,6.95,21.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,BOWL ENSALADERA MPRO 9CM,otros_consumo,,Metro Professional,caja,6 ud,1.0,8.15,8.15,21.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,BOWL ENSALADERA MPRO 12CM,otros_consumo,,Metro Professional,caja,6 ud,1.0,10.55,10.55,21.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,PELADOR UNIVERSAL INOX 11CM,otros_consumo,,,ud,,1.0,3.15,3.15,21.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,ESPATULA PLANCHA INOX 10X11.5C,otros_consumo,,,ud,,1.0,3.69,3.69,21.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,TIJERA COCINA 235 MM,otros_consumo,,,ud,,1.0,7.99,7.99,21.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,ESPATULA SILICONA MPRO 36CM,otros_consumo,,Metro Professional,ud,,1.0,6.29,6.29,21.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,BATIDOR INOX MPRO 29CM,otros_consumo,,Metro Professional,ud,,1.0,4.95,4.95,21.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,BOWL REDONDO INOX MPRO 24CM,otros_consumo,,Metro Professional,ud,,2.0,6.95,13.9,21.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,BOWL REDONDO INOX MPRO 30 CM,otros_consumo,,Metro Professional,ud,,2.0,12.95,25.9,21.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,TABLA CORTE ARO BCA 40X30X1.5C,otros_consumo,,Aro,ud,"40x30x1,5cm",1.0,13.05,13.05,21.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,PINCEL SILICONA MPRO21/4CM,otros_consumo,,Metro Professional,ud,,1.0,3.95,3.95,21.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,MANGA PASTELERA MPRO 23X45 100,otros_consumo,,Metro Professional,caja,100 ud,1.0,9.45,9.45,21.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,AFILADOR 2 EN 1 MPRO,otros_consumo,,Metro Professional,ud,,1.0,10.2,10.2,21.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,CUCHI CHEF EXP MPRO 200MM,otros_consumo,,Metro Professional,ud,200mm,1.0,10.5,10.5,21.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,CUCHI PASTEL A/SLIP MPRO 260MM,otros_consumo,,Metro Professional,ud,260mm,1.0,9.95,9.95,21.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,BASCULA PAGE COMPACT300 5KG,otros_consumo,,Soehnle,ud,5kg,1.0,13.95,13.95,21.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,ESPATULA FIBRA 40CM S.ROMAIN,otros_consumo,,Saint Romain,ud,40cm,1.0,9.15,9.15,21.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,CUBETA INOX GN 1/1 2CM MPRO,otros_consumo,,Metro Professional,ud,GN 1/1 2cm,4.0,8.5,34.0,21.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,CUBETA INOX GN 1/1 10CM MPRO,otros_consumo,,Metro Professional,ud,GN 1/1 10cm,3.0,12.95,38.85,21.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,"MOLDE RDO INOX 10X4,5CM",otros_consumo,,,ud,"10x4,5cm",1.0,4.15,4.15,21.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,MOLDE RDO INOX 10X6CM,otros_consumo,,,ud,10x6cm,1.0,5.69,5.69,21.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,DOSIFICADOR TRANSP 1040CC 2UD,otros_consumo,,,pack,2x1040cc,1.0,6.35,6.35,21.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,DOSIFICADOR TRANSP. MPRO760CCX,otros_consumo,,Metro Professional,ud,760cc,1.0,7.65,7.65,21.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,FUENT MACA BCO MPRO 30X20CMX6,otros_consumo,,Metro Professional,pack,6 ud 30x20cm,1.0,23.95,23.95,21.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,FUENTE MODERN 21X17 MPRO X6,otros_consumo,,Metro Professional,pack,6 ud 21x17cm,1.0,16.95,16.95,21.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,RAMEQUIN MELAM BC MPRO 7CM X6,otros_consumo,,Metro Professional,pack,6 ud 7cm,1.0,4.95,4.95,21.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,CUCHILLO SANTOKU EXP MPRO 180M,otros_consumo,,Metro Professional,ud,180mm,1.0,12.95,12.95,21.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,BANDEJA OVAL INOX MPRO 20X15CM,otros_consumo,,Metro Professional,ud,20x15cm,1.0,1.55,1.55,21.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,BANDEJA OVAL INOX MPRO 27X18CM,otros_consumo,,Metro Professional,ud,27x18cm,1.0,2.62,2.62,21.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,BANDEJA OVAL BORDE VUELTO 40CM,otros_consumo,,,ud,40cm,1.0,7.45,7.45,21.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,BANDEJA OVAL BORDE VUELTO 30CM,otros_consumo,,,ud,30cm,1.0,4.69,4.69,21.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,BANDEJA OVAL BORDE VUELTO 35CM,otros_consumo,,,ud,35cm,1.0,5.49,5.49,21.0
1ddhUrlner8coIuRAtkxAfMLmWLiMoPd7,Makro,2026-06-15,DELANTAL PETO CRUZADO TEJANO,otros_consumo,,,ud,,2.0,15.99,31.98,21.0
1y9eninvmf5VV3c1y3Dc3otDovqz0OOYN,Hostelera Plato al Centro SLU,2026-06-10,MENU VARIABLE,comida,,,ud,,2.0,51.0,102.0,10.0
1yg-rePkYWSnah9aVZxG0q4Re-t1FaZ6T,Narbona Solís SL,2026-04-01,023905 NAVAJA OL-120 5/8 ESPINALER  REF. 244200,comida,,Espinaler,lata,OL-120,2.0,6.123,12.25,10.0
1yg-rePkYWSnah9aVZxG0q4Re-t1FaZ6T,Narbona Solís SL,2026-04-01,029121 CARACOL OL-120  ESPINALER REF. 290111,comida,,Espinaler,lata,OL-120,2.0,3.795,7.59,10.0
1yg-rePkYWSnah9aVZxG0q4Re-t1FaZ6T,Narbona Solís SL,2026-04-01,023674 HIGADO DE BACALAO RR-125 ESPINALER REF,comida,,Espinaler,lata,RR-125,1.0,3.274,3.27,10.0
1yg-rePkYWSnah9aVZxG0q4Re-t1FaZ6T,Narbona Solís SL,2026-04-01,025051 ALMEJON AL NATURAL OL-120 ESPINALER  REF.,comida,,Espinaler,lata,OL-120,1.0,1.753,1.75,10.0
1yg-rePkYWSnah9aVZxG0q4Re-t1FaZ6T,Narbona Solís SL,2026-04-01,023671 SALSA BOTELLIN 92ML ESPINALER REF 299075,comida,,Espinaler,botella,92ml,1.0,1.863,0.0,10.0
1yg-rePkYWSnah9aVZxG0q4Re-t1FaZ6T,Narbona Solís SL,2026-04-01,023916 PIPARRAS T-60GR ESPINALER REF. 287187,comida,,Espinaler,tarro,60g,1.0,3.712,3.71,10.0
1yg-rePkYWSnah9aVZxG0q4Re-t1FaZ6T,Narbona Solís SL,2026-04-01,025319 SALSA CHILE HABANERO BOTELLIN 92ML,comida,,Espinaler,botella,92ml,1.0,1.973,1.97,10.0
1yg-rePkYWSnah9aVZxG0q4Re-t1FaZ6T,Narbona Solís SL,2026-04-01,023672 SALSA PICANTE BOTELLIN 92ML ESPINALER REF,comida,,Espinaler,botella,92ml,1.0,1.863,1.86,10.0
1yg-rePkYWSnah9aVZxG0q4Re-t1FaZ6T,Narbona Solís SL,2026-04-01,023663 #VERMUT VINTAGE 50CL  ESPINALER REF.112051,bebida,vino,Espinaler,botella,50cl,1.0,5.205,0.0,10.0
13upGkzmxJt_eaiJmViShlNSoHeXlmG3N,Coca-Cola European Partners Iberia SLU,2026-07-01,COCACOLA VR237 C24,bebida,refresco,Coca-Cola,caja retornable,24x237ml,4.0,17.83,71.33,21.0
13upGkzmxJt_eaiJmViShlNSoHeXlmG3N,Coca-Cola European Partners Iberia SLU,2026-07-01,COCACOLA ZER VR237 C24,bebida,refresco,Coca-Cola Zero,caja retornable,24x237ml,4.0,17.83,71.33,21.0
13upGkzmxJt_eaiJmViShlNSoHeXlmG3N,Coca-Cola European Partners Iberia SLU,2026-07-01,FUZE LIMON VR30 C24,bebida,refresco,Fuze Tea,caja retornable,24x300ml,1.0,17.74,17.74,21.0
